Portfolio,Stock,Weight_Pct,Return_Pct,Sharpe_Ratio,Risk_Volatility_Pct,Risk_MaxDrawdown_Pct
Kelly Brazilian 10,ALUP4,14.56,31.1,1.83,17.0,10.5
Kelly Brazilian 10,BPAN4,14.56,51.6,1.86,25.9,16.8
Kelly Brazilian 10,CPLE3,14.56,65.3,2.65,17.3,7.5
Kelly Brazilian 10,CPLE6,13.58,50.1,2.16,18.9,11.2
Kelly Brazilian 10,BRKM6,11.62,28.2,1.23,35.3,24.3
Kelly Brazilian 10,BRAP3,9.91,95.1,2.41,26.6,18.7
Kelly Brazilian 10,BBSE3,9.42,30.6,0.97,68.3,60.6
Kelly Brazilian 10,ELET6,7.14,266.1,2.07,60.8,37.3
Kelly Brazilian 10,ELET3,4.12,292.7,2.46,49.9,32.6
Kelly Brazilian 10,EALT4,0.54,13.3,0.59,33.7,37.3
Kelly International 10,AXP,12.82,172.1,1.36,263.7,99.9
Kelly International 10,ELP,12.82,45.3,1.94,16.0,9.8
Kelly International 10,HSBC,12.82,277.8,2.43,142.8,98.3
Kelly International 10,INTC,12.82,282.3,2.06,99.5,51.4
Kelly International 10,NVDA,12.82,362.1,1.75,202.1,99.9
Kelly International 10,MSFT,11.13,-1.4,0.61,273.6,100.0
Kelly International 10,EBR,10.76,50.8,2.97,16.4,10.1
Kelly International 10,BAC,5.4,196.9,2.94,98.3,72.3
Kelly International 10,JPM,4.89,-61.4,1.04,228.9,99.0
Kelly International 10,GOOG,3.74,931.7,2.38,306.1,100.0
Sector Technology All 20,GOOG,19.19,931.7,2.38,306.1,100.0
Sector Technology All 20,NVDA,19.19,362.1,1.75,202.1,99.9
Sector Technology All 20,INTC,19.19,282.3,2.06,99.5,51.4
Sector Technology All 20,PYPL,19.19,126.3,1.36,287.3,100.0
Sector Technology All 20,MSFT,19.19,-1.4,0.61,273.6,100.0
Sector Technology All 20,AAPL,4.05,-99.9,-0.17,286.0,99.9
Sector Technology International 20,GOOG,19.19,931.7,2.38,306.1,100.0
Sector Technology International 20,NVDA,19.19,362.1,1.75,202.1,99.9
Sector Technology International 20,INTC,19.19,282.3,2.06,99.5,51.4
Sector Technology International 20,PYPL,19.19,126.3,1.36,287.3,100.0
Sector Technology International 20,MSFT,19.19,-1.4,0.61,273.6,100.0
Sector Technology International 20,AAPL,4.05,-99.9,-0.17,286.0,99.9
Sector Finances All 20,AXP,19.87,172.1,1.36,263.7,99.9
Sector Finances All 20,BPAN4,18.67,51.6,1.86,25.9,16.8
Sector Finances All 20,BAC,14.84,196.9,2.94,98.3,72.3
Sector Finances All 20,SANB4,14.03,42.1,1.34,29.5,21.0
Sector Finances All 20,BBSE3,11.65,30.6,0.97,68.3,60.6
Sector Finances All 20,HSBC,8.73,277.8,2.43,142.8,98.3
Sector Finances All 20,ITUB4,8.27,170.1,2.79,36.4,20.0
Sector Finances All 20,JPM,3.93,-61.4,1.04,228.9,99.0
Sector Finances Brazilian 20,BPAN4,27.91,51.6,1.86,25.9,16.8
Sector Finances Brazilian 20,SANB4,27.91,42.1,1.34,29.5,21.0
Sector Finances Brazilian 20,BBSE3,23.98,30.6,0.97,68.3,60.6
Sector Finances Brazilian 20,ITUB4,20.2,170.1,2.79,36.4,20.0
Sector Finances International 20,HSBC,28.8,277.8,2.43,142.8,98.3
Sector Finances International 20,BAC,28.8,196.9,2.94,98.3,72.3
Sector Finances International 20,AXP,28.8,172.1,1.36,263.7,99.9
Sector Finances International 20,JPM,13.6,-61.4,1.04,228.9,99.0
Sector Energy All 20,CPLE6,20.28,50.1,2.16,18.9,11.2
Sector Energy All 20,EBR,16.06,50.8,2.97,16.4,10.1
Sector Energy All 20,ELP,14.7,45.3,1.94,16.0,9.8
Sector Energy All 20,CMIG4,9.04,20.5,0.96,18.4,10.9
Sector Energy All 20,CPLE3,8.28,65.3,2.65,17.3,7.5
Sector Energy All 20,ELET3,7.45,292.7,2.46,49.9,32.6
Sector Energy All 20,ELET6,6.83,266.1,2.07,60.8,37.3
Sector Energy All 20,TAEE3,6.78,32.7,1.44,17.6,12.0
Sector Energy All 20,ENEV3,6.65,112.5,2.79,27.5,12.8
Sector Energy All 20,TAEE11,3.93,136.8,2.27,36.1,22.1
Sector Energy Brazilian 20,CPLE6,22.72,50.1,2.16,18.9,11.2
Sector Energy Brazilian 20,CMIG4,13.96,20.5,0.96,18.4,10.9
Sector Energy Brazilian 20,CPLE3,13.05,65.3,2.65,17.3,7.5
Sector Energy Brazilian 20,ELET3,12.53,292.7,2.46,49.9,32.6
Sector Energy Brazilian 20,ELET6,11.34,266.1,2.07,60.8,37.3
Sector Energy Brazilian 20,ENEV3,10.27,112.5,2.79,27.5,12.8
Sector Energy Brazilian 20,TAEE3,10.25,32.7,1.44,17.6,12.0
Sector Energy Brazilian 20,TAEE11,5.89,136.8,2.27,36.1,22.1
Sector Energy International 20,EBR,50.0,50.8,2.97,16.4,10.1
Sector Energy International 20,ELP,50.0,45.3,1.94,16.0,9.8
Sector Consumer All 20,PSSA3,50.0,235.4,2.72,49.6,36.7
Sector Consumer All 20,AAPL,50.0,-99.9,-0.17,286.0,99.9
Sector Consumer Brazilian 20,PSSA3,100.0,235.4,2.72,49.6,36.7
Sector Consumer International 20,AAPL,100.0,-99.9,-0.17,286.0,99.9
Sector Health All 20,LLY,100.0,-99.9,0.41,259.7,99.2
Sector Health International 20,LLY,100.0,-99.9,0.41,259.7,99.2
Momentum All 20,AXP,12.64,172.1,1.36,263.7,99.9
Momentum All 20,ELET3,9.42,292.7,2.46,49.9,32.6
Momentum All 20,LEVE3,9.31,122.1,1.91,46.0,39.7
Momentum All 20,BAC,6.87,196.9,2.94,98.3,72.3
Momentum All 20,ELET6,6.66,266.1,2.07,60.8,37.3
Momentum All 20,PSSA3,6.33,235.4,2.72,49.6,36.7
Momentum All 20,ENEV3,5.76,112.5,2.79,27.5,12.8
Momentum All 20,CPLE3,5.36,65.3,2.65,17.3,7.5
Momentum All 20,PBR-A,5.16,56.7,1.54,28.9,21.9
Momentum All 20,PYPL,3.93,126.3,1.36,287.3,100.0
Momentum All 20,TAEE11,3.74,136.8,2.27,36.1,22.1
Momentum All 20,BRAP3,3.59,95.1,2.41,26.6,18.7
Momentum All 20,ITUB4,3.36,170.1,2.79,36.4,20.0
Momentum All 20,PRIO3,3.25,263.2,2.83,110.8,59.4
Momentum All 20,UNIP6,3.16,315.8,2.34,73.5,42.2
Momentum All 20,HSBC,2.96,277.8,2.43,142.8,98.3
Momentum All 20,UNIP3,2.7,366.9,2.24,79.2,34.8
Momentum All 20,GOOG,2.53,931.7,2.38,306.1,100.0
Momentum All 20,NVDA,1.71,362.1,1.75,202.1,99.9
Momentum All 20,INTC,1.55,282.3,2.06,99.5,51.4
Momentum Brazilian 20,CPLE6,18.23,50.1,2.16,18.9,11.2
Momentum Brazilian 20,ALUP4,9.44,31.1,1.83,17.0,10.5
Momentum Brazilian 20,ELET3,8.37,292.7,2.46,49.9,32.6
Momentum Brazilian 20,ELET6,7.63,266.1,2.07,60.8,37.3
Momentum Brazilian 20,LEVE3,5.32,122.1,1.91,46.0,39.7
Momentum Brazilian 20,TAEE3,4.85,32.7,1.44,17.6,12.0
Momentum Brazilian 20,SANB4,4.41,42.1,1.34,29.5,21.0
Momentum Brazilian 20,BPAN4,4.38,51.6,1.86,25.9,16.8
Momentum Brazilian 20,ENEV3,4.2,112.5,2.79,27.5,12.8
Momentum Brazilian 20,PSSA3,4.14,235.4,2.72,49.6,36.7
Momentum Brazilian 20,CPLE3,3.99,65.3,2.65,17.3,7.5
Momentum Brazilian 20,BRAP3,3.77,95.1,2.41,26.6,18.7
Momentum Brazilian 20,BBSE3,3.76,30.6,0.97,68.3,60.6
Momentum Brazilian 20,UNIP6,3.27,315.8,2.34,73.5,42.2
Momentum Brazilian 20,PRIO3,3.1,263.2,2.83,110.8,59.4
Momentum Brazilian 20,GGBR3,3.02,30.2,0.87,33.4,29.1
Momentum Brazilian 20,ITUB4,2.72,170.1,2.79,36.4,20.0
Momentum Brazilian 20,TAEE11,2.63,136.8,2.27,36.1,22.1
Momentum Brazilian 20,UNIP3,2.4,366.9,2.24,79.2,34.8
Momentum Brazilian 20,BRKM6,0.36,28.2,1.23,35.3,24.3
Momentum International 20,LLY,16.94,-99.9,0.41,259.7,99.2
Momentum International 20,PBR-A,13.58,56.7,1.54,28.9,21.9
Momentum International 20,GOOG,12.06,931.7,2.38,306.1,100.0
Momentum International 20,JPM,9.21,-61.4,1.04,228.9,99.0
Momentum International 20,BAC,8.43,196.9,2.94,98.3,72.3
Momentum International 20,AAPL,4.97,-99.9,-0.17,286.0,99.9
Momentum International 20,AXP,4.51,172.1,1.36,263.7,99.9
Momentum International 20,PYPL,4.45,126.3,1.36,287.3,100.0
Momentum International 20,HSBC,4.44,277.8,2.43,142.8,98.3
Momentum International 20,NVDA,4.42,362.1,1.75,202.1,99.9
Momentum International 20,INTC,4.4,282.3,2.06,99.5,51.4
Momentum International 20,MSFT,4.38,-1.4,0.61,273.6,100.0
Momentum International 20,EBR,4.25,50.8,2.97,16.4,10.1
Momentum International 20,ELP,3.96,45.3,1.94,16.0,9.8
Mean Reversion All 20,LLY,28.36,-99.9,0.41,259.7,99.2
Mean Reversion All 20,JPM,28.36,-61.4,1.04,228.9,99.0
Mean Reversion All 20,MSFT,28.36,-1.4,0.61,273.6,100.0
Mean Reversion All 20,AAPL,14.93,-99.9,-0.17,286.0,99.9
Mean Reversion International 20,LLY,28.36,-99.9,0.41,259.7,99.2
Mean Reversion International 20,JPM,28.36,-61.4,1.04,228.9,99.0
Mean Reversion International 20,MSFT,28.36,-1.4,0.61,273.6,100.0
Mean Reversion International 20,AAPL,14.93,-99.9,-0.17,286.0,99.9
Quality All 20,EBR,13.74,50.8,2.97,16.4,10.1
Quality All 20,CPLE6,13.74,50.1,2.16,18.9,11.2
Quality All 20,ELP,13.74,45.3,1.94,16.0,9.8
Quality All 20,ELET3,6.47,292.7,2.46,49.9,32.6
Quality All 20,LEVE3,5.68,122.1,1.91,46.0,39.7
Quality All 20,BAC,5.46,196.9,2.94,98.3,72.3
Quality All 20,ELET6,4.65,266.1,2.07,60.8,37.3
Quality All 20,PSSA3,4.52,235.4,2.72,49.6,36.7
Quality All 20,ENEV3,3.93,112.5,2.79,27.5,12.8
Quality All 20,BPAN4,3.66,51.6,1.86,25.9,16.8
Quality All 20,BRAP3,2.95,95.1,2.41,26.6,18.7
Quality All 20,CPLE3,2.93,65.3,2.65,17.3,7.5
Quality All 20,HSBC,2.76,277.8,2.43,142.8,98.3
Quality All 20,PRIO3,2.68,263.2,2.83,110.8,59.4
Quality All 20,UNIP6,2.62,315.8,2.34,73.5,42.2
Quality All 20,TAEE11,2.57,136.8,2.27,36.1,22.1
Quality All 20,ITUB4,2.46,170.1,2.79,36.4,20.0
Quality All 20,GOOG,2.17,931.7,2.38,306.1,100.0
Quality All 20,UNIP3,1.96,366.9,2.24,79.2,34.8
Quality All 20,INTC,1.3,282.3,2.06,99.5,51.4
Quality Brazilian 20,CPLE6,16.09,50.1,2.16,18.9,11.2
Quality Brazilian 20,BRKM6,16.09,28.2,1.23,35.3,24.3
Quality Brazilian 20,ALUP4,7.7,31.1,1.83,17.0,10.5
Quality Brazilian 20,ELET3,6.96,292.7,2.46,49.9,32.6
Quality Brazilian 20,ELET6,5.74,266.1,2.07,60.8,37.3
Quality Brazilian 20,LEVE3,4.27,122.1,1.91,46.0,39.7
Quality Brazilian 20,CMIG4,4.12,20.5,0.96,18.4,10.9
Quality Brazilian 20,TAEE3,3.9,32.7,1.44,17.6,12.0
Quality Brazilian 20,SANB4,3.79,42.1,1.34,29.5,21.0
Quality Brazilian 20,PSSA3,3.69,235.4,2.72,49.6,36.7
Quality Brazilian 20,BPAN4,3.57,51.6,1.86,25.9,16.8
Quality Brazilian 20,ENEV3,3.44,112.5,2.79,27.5,12.8
Quality Brazilian 20,CPLE3,3.27,65.3,2.65,17.3,7.5
Quality Brazilian 20,BRAP3,3.15,95.1,2.41,26.6,18.7
Quality Brazilian 20,BBSE3,3.03,30.6,0.97,68.3,60.6
Quality Brazilian 20,UNIP6,2.55,315.8,2.34,73.5,42.2
Quality Brazilian 20,PRIO3,2.37,263.2,2.83,110.8,59.4
Quality Brazilian 20,ITUB4,2.25,170.1,2.79,36.4,20.0
Quality Brazilian 20,TAEE11,2.11,136.8,2.27,36.1,22.1
Quality Brazilian 20,UNIP3,1.9,366.9,2.24,79.2,34.8
Quality International 20,LLY,17.01,-99.9,0.41,259.7,99.2
Quality International 20,PBR-A,13.55,56.7,1.54,28.9,21.9
Quality International 20,GOOG,12.03,931.7,2.38,306.1,100.0
Quality International 20,JPM,9.19,-61.4,1.04,228.9,99.0
Quality International 20,BAC,8.41,196.9,2.94,98.3,72.3
Quality International 20,AAPL,4.98,-99.9,-0.17,286.0,99.9
Quality International 20,AXP,4.44,172.1,1.36,263.7,99.9
Quality International 20,PYPL,4.43,126.3,1.36,287.3,100.0
Quality International 20,HSBC,4.43,277.8,2.43,142.8,98.3
Quality International 20,NVDA,4.42,362.1,1.75,202.1,99.9
Quality International 20,INTC,4.39,282.3,2.06,99.5,51.4
Quality International 20,MSFT,4.37,-1.4,0.61,273.6,100.0
Quality International 20,EBR,4.24,50.8,2.97,16.4,10.1
Quality International 20,ELP,4.11,45.3,1.94,16.0,9.8
Value All 20,EBR,13.22,50.8,2.97,16.4,10.1
Value All 20,CPLE6,13.22,50.1,2.16,18.9,11.2
Value All 20,ELP,13.22,45.3,1.94,16.0,9.8
Value All 20,ELET3,7.32,292.7,2.46,49.9,32.6
Value All 20,LEVE3,6.65,122.1,1.91,46.0,39.7
Value All 20,BAC,5.89,196.9,2.94,98.3,72.3
Value All 20,ELET6,5.48,266.1,2.07,60.8,37.3
Value All 20,ENEV3,4.32,112.5,2.79,27.5,12.8
Value All 20,PSSA3,3.87,235.4,2.72,49.6,36.7
Value All 20,BRAP3,3.13,95.1,2.41,26.6,18.7
Value All 20,CPLE3,3.12,65.3,2.65,17.3,7.5
Value All 20,TAEE11,2.88,136.8,2.27,36.1,22.1
Value All 20,PRIO3,2.77,263.2,2.83,110.8,59.4
Value All 20,UNIP6,2.69,315.8,2.34,73.5,42.2
Value All 20,ITUB4,2.66,170.1,2.79,36.4,20.0
Value All 20,HSBC,2.56,277.8,2.43,142.8,98.3
Value All 20,UNIP3,2.14,366.9,2.24,79.2,34.8
Value All 20,GOOG,2.08,931.7,2.38,306.1,100.0
Value All 20,NVDA,1.47,362.1,1.75,202.1,99.9
Value All 20,INTC,1.3,282.3,2.06,99.5,51.4
Value Brazilian 20,CPLE6,15.85,50.1,2.16,18.9,11.2
Value Brazilian 20,BRKM6,15.85,28.2,1.23,35.3,24.3
Value Brazilian 20,ALUP4,7.88,31.1,1.83,17.0,10.5
Value Brazilian 20,ELET3,6.22,292.7,2.46,49.9,32.6
Value Brazilian 20,ELET6,5.53,266.1,2.07,60.8,37.3
Value Brazilian 20,LEVE3,4.42,122.1,1.91,46.0,39.7
Value Brazilian 20,CMIG4,4.23,20.5,0.96,18.4,10.9
Value Brazilian 20,PSSA3,4.17,235.4,2.72,49.6,36.7
Value Brazilian 20,TAEE3,4.12,32.7,1.44,17.6,12.0
Value Brazilian 20,SANB4,3.8,42.1,1.34,29.5,21.0
Value Brazilian 20,BPAN4,3.77,51.6,1.86,25.9,16.8
Value Brazilian 20,ENEV3,3.77,112.5,2.79,27.5,12.8
Value Brazilian 20,CPLE3,3.43,65.3,2.65,17.3,7.5
Value Brazilian 20,BRAP3,3.1,95.1,2.41,26.6,18.7
Value Brazilian 20,UNIP6,2.55,315.8,2.34,73.5,42.2
Value Brazilian 20,PRIO3,2.44,263.2,2.83,110.8,59.4
Value Brazilian 20,GGBR3,2.42,30.2,0.87,33.4,29.1
Value Brazilian 20,ITUB4,2.4,170.1,2.79,36.4,20.0
Value Brazilian 20,TAEE11,2.17,136.8,2.27,36.1,22.1
Value Brazilian 20,UNIP3,1.89,366.9,2.24,79.2,34.8
Value International 20,LLY,17.01,-99.9,0.41,259.7,99.2
Value International 20,PBR-A,13.55,56.7,1.54,28.9,21.9
Value International 20,GOOG,12.03,931.7,2.38,306.1,100.0
Value International 20,JPM,9.19,-61.4,1.04,228.9,99.0
Value International 20,BAC,8.41,196.9,2.94,98.3,72.3
Value International 20,AAPL,4.98,-99.9,-0.17,286.0,99.9
Value International 20,AXP,4.44,172.1,1.36,263.7,99.9
Value International 20,PYPL,4.43,126.3,1.36,287.3,100.0
Value International 20,HSBC,4.43,277.8,2.43,142.8,98.3
Value International 20,NVDA,4.42,362.1,1.75,202.1,99.9
Value International 20,INTC,4.39,282.3,2.06,99.5,51.4
Value International 20,MSFT,4.37,-1.4,0.61,273.6,100.0
Value International 20,EBR,4.24,50.8,2.97,16.4,10.1
Value International 20,ELP,4.11,45.3,1.94,16.0,9.8
Growth All 20,AXP,12.64,172.1,1.36,263.7,99.9
Growth All 20,ELET3,9.42,292.7,2.46,49.9,32.6
Growth All 20,LEVE3,9.31,122.1,1.91,46.0,39.7
Growth All 20,BAC,6.87,196.9,2.94,98.3,72.3
Growth All 20,ELET6,6.66,266.1,2.07,60.8,37.3
Growth All 20,PSSA3,6.33,235.4,2.72,49.6,36.7
Growth All 20,ENEV3,5.76,112.5,2.79,27.5,12.8
Growth All 20,CPLE3,5.36,65.3,2.65,17.3,7.5
Growth All 20,PBR-A,5.16,56.7,1.54,28.9,21.9
Growth All 20,PYPL,3.93,126.3,1.36,287.3,100.0
Growth All 20,TAEE11,3.74,136.8,2.27,36.1,22.1
Growth All 20,BRAP3,3.59,95.1,2.41,26.6,18.7
Growth All 20,ITUB4,3.36,170.1,2.79,36.4,20.0
Growth All 20,PRIO3,3.25,263.2,2.83,110.8,59.4
Growth All 20,UNIP6,3.16,315.8,2.34,73.5,42.2
Growth All 20,HSBC,2.96,277.8,2.43,142.8,98.3
Growth All 20,UNIP3,2.7,366.9,2.24,79.2,34.8
Growth All 20,GOOG,2.53,931.7,2.38,306.1,100.0
Growth All 20,NVDA,1.71,362.1,1.75,202.1,99.9
Growth All 20,INTC,1.55,282.3,2.06,99.5,51.4
Growth Brazilian 20,CPLE6,16.3,50.1,2.16,18.9,11.2
Growth Brazilian 20,EALT4,10.54,13.3,0.59,33.7,37.3
Growth Brazilian 20,ALUP4,8.85,31.1,1.83,17.0,10.5
Growth Brazilian 20,ELET3,7.0,292.7,2.46,49.9,32.6
Growth Brazilian 20,ELET6,6.62,266.1,2.07,60.8,37.3
Growth Brazilian 20,LEVE3,4.58,122.1,1.91,46.0,39.7
Growth Brazilian 20,CMIG4,4.52,20.5,0.96,18.4,10.9
Growth Brazilian 20,TAEE3,4.32,32.7,1.44,17.6,12.0
Growth Brazilian 20,BPAN4,4.12,51.6,1.86,25.9,16.8
Growth Brazilian 20,SANB4,3.98,42.1,1.34,29.5,21.0
Growth Brazilian 20,ENEV3,3.73,112.5,2.79,27.5,12.8
Growth Brazilian 20,CPLE3,3.69,65.3,2.65,17.3,7.5
Growth Brazilian 20,BRAP3,3.44,95.1,2.41,26.6,18.7
Growth Brazilian 20,PSSA3,3.11,235.4,2.72,49.6,36.7
Growth Brazilian 20,UNIP6,2.84,315.8,2.34,73.5,42.2
Growth Brazilian 20,PRIO3,2.76,263.2,2.83,110.8,59.4
Growth Brazilian 20,GGBR3,2.68,30.2,0.87,33.4,29.1
Growth Brazilian 20,ITUB4,2.47,170.1,2.79,36.4,20.0
Growth Brazilian 20,TAEE11,2.34,136.8,2.27,36.1,22.1
Growth Brazilian 20,UNIP3,2.11,366.9,2.24,79.2,34.8
Growth International 20,LLY,16.94,-99.9,0.41,259.7,99.2
Growth International 20,PBR-A,13.58,56.7,1.54,28.9,21.9
Growth International 20,GOOG,12.06,931.7,2.38,306.1,100.0
Growth International 20,JPM,9.21,-61.4,1.04,228.9,99.0
Growth International 20,BAC,8.43,196.9,2.94,98.3,72.3
Growth International 20,AAPL,4.97,-99.9,-0.17,286.0,99.9
Growth International 20,AXP,4.51,172.1,1.36,263.7,99.9
Growth International 20,PYPL,4.45,126.3,1.36,287.3,100.0
Growth International 20,HSBC,4.44,277.8,2.43,142.8,98.3
Growth International 20,NVDA,4.42,362.1,1.75,202.1,99.9
Growth International 20,INTC,4.4,282.3,2.06,99.5,51.4
Growth International 20,MSFT,4.38,-1.4,0.61,273.6,100.0
Growth International 20,EBR,4.25,50.8,2.97,16.4,10.1
Growth International 20,ELP,3.96,45.3,1.94,16.0,9.8
High Frequency All 20,ENEV3,12.66,112.5,2.79,27.5,12.8
High Frequency All 20,LEVE3,12.66,122.1,1.91,46.0,39.7
High Frequency All 20,LLY,12.66,-99.9,0.41,259.7,99.2
High Frequency All 20,EALT4,12.66,13.3,0.59,33.7,37.3
High Frequency All 20,TAEE3,5.78,32.7,1.44,17.6,12.0
High Frequency All 20,PBR-A,5.32,56.7,1.54,28.9,21.9
High Frequency All 20,ELET3,4.96,292.7,2.46,49.9,32.6
High Frequency All 20,GOOG,4.73,931.7,2.38,306.1,100.0
High Frequency All 20,JPM,3.63,-61.4,1.04,228.9,99.0
High Frequency All 20,TAEE11,3.11,136.8,2.27,36.1,22.1
High Frequency All 20,ELP,2.54,45.3,1.94,16.0,9.8
High Frequency All 20,NVDA,2.48,362.1,1.75,202.1,99.9
High Frequency All 20,UNIP3,2.47,366.9,2.24,79.2,34.8
High Frequency All 20,CMIG4,2.15,20.5,0.96,18.4,10.9
High Frequency All 20,PSSA3,2.13,235.4,2.72,49.6,36.7
High Frequency All 20,GGBR3,2.08,30.2,0.87,33.4,29.1
High Frequency All 20,BRAP3,2.06,95.1,2.41,26.6,18.7
High Frequency All 20,BPAN4,2.05,51.6,1.86,25.9,16.8
High Frequency All 20,AAPL,1.98,-99.9,-0.17,286.0,99.9
High Frequency All 20,CPLE3,1.88,65.3,2.65,17.3,7.5
High Frequency Brazilian 20,CPLE6,16.3,50.1,2.16,18.9,11.2
High Frequency Brazilian 20,EALT4,10.54,13.3,0.59,33.7,37.3
High Frequency Brazilian 20,ALUP4,8.85,31.1,1.83,17.0,10.5
High Frequency Brazilian 20,ELET3,7.0,292.7,2.46,49.9,32.6
High Frequency Brazilian 20,ELET6,6.62,266.1,2.07,60.8,37.3
High Frequency Brazilian 20,LEVE3,4.58,122.1,1.91,46.0,39.7
High Frequency Brazilian 20,CMIG4,4.52,20.5,0.96,18.4,10.9
High Frequency Brazilian 20,TAEE3,4.32,32.7,1.44,17.6,12.0
High Frequency Brazilian 20,BPAN4,4.12,51.6,1.86,25.9,16.8
High Frequency Brazilian 20,SANB4,3.98,42.1,1.34,29.5,21.0
High Frequency Brazilian 20,ENEV3,3.73,112.5,2.79,27.5,12.8
High Frequency Brazilian 20,CPLE3,3.69,65.3,2.65,17.3,7.5
High Frequency Brazilian 20,BRAP3,3.44,95.1,2.41,26.6,18.7
High Frequency Brazilian 20,PSSA3,3.11,235.4,2.72,49.6,36.7
High Frequency Brazilian 20,UNIP6,2.84,315.8,2.34,73.5,42.2
High Frequency Brazilian 20,PRIO3,2.76,263.2,2.83,110.8,59.4
High Frequency Brazilian 20,GGBR3,2.68,30.2,0.87,33.4,29.1
High Frequency Brazilian 20,ITUB4,2.47,170.1,2.79,36.4,20.0
High Frequency Brazilian 20,TAEE11,2.34,136.8,2.27,36.1,22.1
High Frequency Brazilian 20,UNIP3,2.11,366.9,2.24,79.2,34.8
High Frequency International 20,LLY,16.94,-99.9,0.41,259.7,99.2
High Frequency International 20,PBR-A,13.58,56.7,1.54,28.9,21.9
High Frequency International 20,GOOG,12.06,931.7,2.38,306.1,100.0
High Frequency International 20,JPM,9.21,-61.4,1.04,228.9,99.0
High Frequency International 20,BAC,8.43,196.9,2.94,98.3,72.3
High Frequency International 20,AAPL,4.97,-99.9,-0.17,286.0,99.9
High Frequency International 20,AXP,4.51,172.1,1.36,263.7,99.9
High Frequency International 20,PYPL,4.45,126.3,1.36,287.3,100.0
High Frequency International 20,HSBC,4.44,277.8,2.43,142.8,98.3
High Frequency International 20,NVDA,4.42,362.1,1.75,202.1,99.9
High Frequency International 20,INTC,4.4,282.3,2.06,99.5,51.4
High Frequency International 20,MSFT,4.38,-1.4,0.61,273.6,100.0
High Frequency International 20,EBR,4.25,50.8,2.97,16.4,10.1
High Frequency International 20,ELP,3.96,45.3,1.94,16.0,9.8
Low Turnover All 20,ELP,12.05,45.3,1.94,16.0,9.8
Low Turnover All 20,EALT4,11.84,13.3,0.59,33.7,37.3
Low Turnover All 20,ELET3,8.87,292.7,2.46,49.9,32.6
Low Turnover All 20,ALUP4,7.61,31.1,1.83,17.0,10.5
Low Turnover All 20,LEVE3,6.0,122.1,1.91,46.0,39.7
Low Turnover All 20,PBR-A,4.95,56.7,1.54,28.9,21.9
Low Turnover All 20,CMIG4,4.78,20.5,0.96,18.4,10.9
Low Turnover All 20,TAEE3,4.44,32.7,1.44,17.6,12.0
Low Turnover All 20,BPAN4,4.31,51.6,1.86,25.9,16.8
Low Turnover All 20,SANB4,4.28,42.1,1.34,29.5,21.0
Low Turnover All 20,ENEV3,4.23,112.5,2.79,27.5,12.8
Low Turnover All 20,PSSA3,4.16,235.4,2.72,49.6,36.7
Low Turnover All 20,CPLE3,3.99,65.3,2.65,17.3,7.5
Low Turnover All 20,BRAP3,3.55,95.1,2.41,26.6,18.7
Low Turnover All 20,UNIP3,2.82,366.9,2.24,79.2,34.8
Low Turnover All 20,HSBC,2.78,277.8,2.43,142.8,98.3
Low Turnover All 20,GGBR3,2.71,30.2,0.87,33.4,29.1
Low Turnover All 20,TAEE11,2.67,136.8,2.27,36.1,22.1
Low Turnover All 20,GOOG,2.21,931.7,2.38,306.1,100.0
Low Turnover All 20,NVDA,1.74,362.1,1.75,202.1,99.9
Low Turnover Brazilian 20,CPLE6,16.72,50.1,2.16,18.9,11.2
Low Turnover Brazilian 20,EALT4,10.97,13.3,0.59,33.7,37.3
Low Turnover Brazilian 20,ALUP4,7.41,31.1,1.83,17.0,10.5
Low Turnover Brazilian 20,ELET3,6.97,292.7,2.46,49.9,32.6
Low Turnover Brazilian 20,ELET6,6.47,266.1,2.07,60.8,37.3
Low Turnover Brazilian 20,LEVE3,4.67,122.1,1.91,46.0,39.7
Low Turnover Brazilian 20,CMIG4,4.51,20.5,0.96,18.4,10.9
Low Turnover Brazilian 20,TAEE3,4.21,32.7,1.44,17.6,12.0
Low Turnover Brazilian 20,BPAN4,4.12,51.6,1.86,25.9,16.8
Low Turnover Brazilian 20,SANB4,3.96,42.1,1.34,29.5,21.0
Low Turnover Brazilian 20,PSSA3,3.94,235.4,2.72,49.6,36.7
Low Turnover Brazilian 20,ENEV3,3.82,112.5,2.79,27.5,12.8
Low Turnover Brazilian 20,CPLE3,3.67,65.3,2.65,17.3,7.5
Low Turnover Brazilian 20,BRAP3,3.43,95.1,2.41,26.6,18.7
Low Turnover Brazilian 20,UNIP6,2.81,315.8,2.34,73.5,42.2
Low Turnover Brazilian 20,PRIO3,2.72,263.2,2.83,110.8,59.4
Low Turnover Brazilian 20,GGBR3,2.66,30.2,0.87,33.4,29.1
Low Turnover Brazilian 20,ITUB4,2.54,170.1,2.79,36.4,20.0
Low Turnover Brazilian 20,TAEE11,2.3,136.8,2.27,36.1,22.1
Low Turnover Brazilian 20,UNIP3,2.09,366.9,2.24,79.2,34.8
Low Turnover International 20,EBR,18.19,50.8,2.97,16.4,10.1
Low Turnover International 20,ELP,17.08,45.3,1.94,16.0,9.8
Low Turnover International 20,BAC,12.98,196.9,2.94,98.3,72.3
Low Turnover International 20,AXP,12.3,172.1,1.36,263.7,99.9
Low Turnover International 20,PBR-A,11.78,56.7,1.54,28.9,21.9
