symbol,explanation,explanation_pt
SO   ,"SO    @ $85.46 shows an unclear signal with both BUY (4.0%, needs 27.0pts) and SELL (9.0%, needs 19.0pts) below thresholds. Conviction: 1.9/10 (Weak) - Model agreement: 37%, uncertainty: 1.33σ, moderate ensemble. Top contributors: LSTM (27.8%), LSTM 10 (26.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.33 uncertainty. Regime-adjusted expected return: +2.6% over 10 days (regime penalty: 80%, vol penalty: 100%). Signal half-life: 4.0 days, optimal holding: 6 days, persistence probability: 54%. Market regime: sideways (trend: 0.04, vol: 0.10) - favorable conditions for this signal type.","SO    @ $85.46 sinal incerto: COMPRA (4.0%, precisa 27.0pts) e VENDA (9.0%, precisa 19.0pts) abaixo dos limiares. Convicção: 1.9/10 (Fraco) - Consenso modelos: 37%, incerteza: 1.33σ, ensemble moderado. Principais contribuintes: LSTM (27.8%), LSTM 10 (26.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.33. Retorno esperado ajustado: +2.6% em 10 dias (penalidade regime: 80%, vol: 100%). Meia-vida sinal: 4.0 dias, holding ótimo: 6 dias, probabilidade persistência: 54%. Regime mercado: lateral (tendência: 0.04, vol: 0.10) - condições favoráveis para este tipo de sinal."
TAEE1,"TAEE1 @ $41.91 BUY signal: 99.0% vs 38.0% threshold (margin: +61.0pts). Conviction: 8.0/10 (Strong) - Model agreement: 100%, uncertainty: 0.41σ, stable ensemble. Top contributors: LSTM Cla (35.0%), LSTM 10 (27.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.41 uncertainty. Regime-adjusted expected return: +2.0% over 10 days (regime penalty: 70%, vol penalty: 88%). Signal half-life: 9.3 days, optimal holding: 14 days, persistence probability: 95%. Market regime: sideways (trend: 0.09, vol: 0.21) - challenging conditions for this signal type.","TAEE1 @ $41.91 sinal COMPRA: 99.0% vs limiar 38.0% (margem: +61.0pts). Convicção: 8.0/10 (Forte) - Consenso modelos: 100%, incerteza: 0.41σ, ensemble estável. Principais contribuintes: LSTM Cla (35.0%), LSTM 10 (27.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.41. Retorno esperado ajustado: +2.0% em 10 dias (penalidade regime: 70%, vol: 88%). Meia-vida sinal: 9.3 dias, holding ótimo: 14 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.09, vol: 0.21) - condições desafiadoras para este tipo de sinal."
TAEE3,"TAEE3 @ $13.78 BUY signal: 97.0% vs 61.0% threshold (margin: +36.0pts). Conviction: 5.8/10 (Moderate) - Model agreement: 100%, uncertainty: 0.87σ, stable ensemble. Top contributors: SAC (33.8%), LSTM 10 (30.3%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.87 uncertainty. Regime-adjusted expected return: +2.0% over 10 days (regime penalty: 70%, vol penalty: 88%). Signal half-life: 6.6 days, optimal holding: 10 days, persistence probability: 95%. Market regime: sideways (trend: 0.09, vol: 0.21) - challenging conditions for this signal type.","TAEE3 @ $13.78 sinal COMPRA: 97.0% vs limiar 61.0% (margem: +36.0pts). Convicção: 5.8/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.87σ, ensemble estável. Principais contribuintes: SAC (33.8%), LSTM 10 (30.3%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.87. Retorno esperado ajustado: +2.0% em 10 dias (penalidade regime: 70%, vol: 88%). Meia-vida sinal: 6.6 dias, holding ótimo: 10 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.09, vol: 0.21) - condições desafiadoras para este tipo de sinal."
TAEE4,"TAEE4 @ $14.02 BUY signal: 80.0% vs 42.0% threshold (margin: +38.0pts). Conviction: 5.5/10 (Moderate) - Model agreement: 100%, uncertainty: 1.86σ, stable ensemble. Top contributors: LSTM (22.1%), LSTM 10 (20.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.86 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 70%, vol penalty: 98%). Signal half-life: 3.2 days, optimal holding: 5 days, persistence probability: 48%. Market regime: sideways (trend: 0.08, vol: 0.16) - challenging conditions for this signal type.","TAEE4 @ $14.02 sinal COMPRA: 80.0% vs limiar 42.0% (margem: +38.0pts). Convicção: 5.5/10 (Moderado) - Consenso modelos: 100%, incerteza: 1.86σ, ensemble estável. Principais contribuintes: LSTM (22.1%), LSTM 10 (20.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.86. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 70%, vol: 98%). Meia-vida sinal: 3.2 dias, holding ótimo: 5 dias, probabilidade persistência: 48%. Regime mercado: lateral (tendência: 0.08, vol: 0.16) - condições desafiadoras para este tipo de sinal."
TASA3,"TASA3 @ $8.13 BUY signal: 87.0% vs 77.0% threshold (margin: +10.0pts). Conviction: 3.9/10 (Moderate) - Model agreement: 93%, uncertainty: 1.51σ, stable ensemble. Top contributors: LSTM (76.5%), PPO (6.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.51 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 120%, vol penalty: 60%). Signal half-life: 1.8 days, optimal holding: 3 days, persistence probability: 48%. Market regime: trending (trend: 0.35, vol: 0.62) - favorable conditions for this signal type.","TASA3 @ $8.13 sinal COMPRA: 87.0% vs limiar 77.0% (margem: +10.0pts). Convicção: 3.9/10 (Moderado) - Consenso modelos: 93%, incerteza: 1.51σ, ensemble estável. Principais contribuintes: LSTM (76.5%), PPO (6.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.51. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 120%, vol: 60%). Meia-vida sinal: 1.8 dias, holding ótimo: 3 dias, probabilidade persistência: 48%. Regime mercado: tendencial (tendência: 0.35, vol: 0.62) - condições favoráveis para este tipo de sinal."
TASA4,"TASA4 @ $8.06 BUY signal: 67.0% vs 48.0% threshold (margin: +19.0pts). Conviction: 3.5/10 (Weak) - Model agreement: 62%, uncertainty: 3.60σ, moderate ensemble. Top contributors: PPO (33.1%), SAC (32.6%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.60 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 120%, vol penalty: 60%). Signal half-life: 1.5 days, optimal holding: 2 days, persistence probability: 40%. Market regime: trending (trend: 0.38, vol: 0.58) - favorable conditions for this signal type.","TASA4 @ $8.06 sinal COMPRA: 67.0% vs limiar 48.0% (margem: +19.0pts). Convicção: 3.5/10 (Fraco) - Consenso modelos: 62%, incerteza: 3.60σ, ensemble moderado. Principais contribuintes: PPO (33.1%), SAC (32.6%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.60. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 120%, vol: 60%). Meia-vida sinal: 1.5 dias, holding ótimo: 2 dias, probabilidade persistência: 40%. Regime mercado: tendencial (tendência: 0.38, vol: 0.58) - condições favoráveis para este tipo de sinal."
TSLA ,"TSLA  @ $375.30 SELL signal: 84.0% vs 84.0% threshold (margin: +0.0pts). Conviction: 3.7/10 (Moderate) - Model agreement: 84%, uncertainty: 0.25σ, very_unstable ensemble. Top contributors: LSTM SR (83.9%), LSTM Cla (16.1%). Kelly-optimal position: 0.7% (vs 3% standard), risk-adjusted for 0.25 uncertainty. Regime-adjusted expected return: +1.3% over 10 days (regime penalty: 70%, vol penalty: 60%). Signal half-life: 2.6 days, optimal holding: 4 days, persistence probability: 70%. Market regime: sideways (trend: 0.07, vol: 0.46) - challenging conditions for this signal type.","TSLA  @ $375.30 sinal VENDA: 84.0% vs limiar 84.0% (margem: +0.0pts). Convicção: 3.7/10 (Moderado) - Consenso modelos: 84%, incerteza: 0.25σ, ensemble muito instável. Principais contribuintes: LSTM SR (83.9%), LSTM Cla (16.1%). Posição Kelly-ótima: 0.7% (vs 3% padrão), ajustada para incerteza 0.25. Retorno esperado ajustado: +1.3% em 10 dias (penalidade regime: 70%, vol: 60%). Meia-vida sinal: 2.6 dias, holding ótimo: 4 dias, probabilidade persistência: 70%. Regime mercado: lateral (tendência: 0.07, vol: 0.46) - condições desafiadoras para este tipo de sinal."
UBER ,"UBER  @ $70.84 shows an unclear signal with both BUY (40.0%, needs 13.0pts) and SELL (18.0%, needs 12.0pts) below thresholds. Conviction: 3.4/10 (Weak) - Model agreement: 100%, uncertainty: 1.20σ, stable ensemble. Top contributors: LSTM Cla (47.9%), LSTM 10 (15.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.20 uncertainty. Regime-adjusted expected return: +1.8% over 10 days (regime penalty: 80%, vol penalty: 72%). Signal half-life: 3.9 days, optimal holding: 6 days, persistence probability: 77%. Market regime: sideways (trend: 0.09, vol: 0.29) - favorable conditions for this signal type.","UBER  @ $70.84 sinal incerto: COMPRA (40.0%, precisa 13.0pts) e VENDA (18.0%, precisa 12.0pts) abaixo dos limiares. Convicção: 3.4/10 (Fraco) - Consenso modelos: 100%, incerteza: 1.20σ, ensemble estável. Principais contribuintes: LSTM Cla (47.9%), LSTM 10 (15.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.20. Retorno esperado ajustado: +1.8% em 10 dias (penalidade regime: 80%, vol: 72%). Meia-vida sinal: 3.9 dias, holding ótimo: 6 dias, probabilidade persistência: 77%. Regime mercado: lateral (tendência: 0.09, vol: 0.29) - condições favoráveis para este tipo de sinal."
UBR  ,"UBR   @ $34.88 shows an unclear signal with both BUY (0.0%, needs 62.0pts) and SELL (0.0%, needs 62.0pts) below thresholds. Conviction: 1.9/10 (Weak) - Model agreement: 51%, uncertainty: 2.67σ, moderate ensemble. Top contributors: LSTM (47.8%), LSTM SR (32.9%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 2.67 uncertainty. Regime-adjusted expected return: +1.2% over 10 days (regime penalty: 60%, vol penalty: 60%). Signal half-life: 1.5 days, optimal holding: 2 days, persistence probability: 40%. Market regime: trending (trend: 0.13, vol: 0.46) - challenging conditions for this signal type.","UBR   @ $34.88 sinal incerto: COMPRA (0.0%, precisa 62.0pts) e VENDA (0.0%, precisa 62.0pts) abaixo dos limiares. Convicção: 1.9/10 (Fraco) - Consenso modelos: 51%, incerteza: 2.67σ, ensemble moderado. Principais contribuintes: LSTM (47.8%), LSTM SR (32.9%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 2.67. Retorno esperado ajustado: +1.2% em 10 dias (penalidade regime: 60%, vol: 60%). Meia-vida sinal: 1.5 dias, holding ótimo: 2 dias, probabilidade persistência: 40%. Regime mercado: tendencial (tendência: 0.13, vol: 0.46) - condições desafiadoras para este tipo de sinal."
UDN  ,"UDN   @ $18.08 shows an unclear signal with both BUY (12.0%, needs 43.0pts) and SELL (31.0%, needs 30.0pts) below thresholds. Conviction: 1.7/10 (Weak) - Model agreement: 26%, uncertainty: 2.13σ, moderate ensemble. Top contributors: PPO (28.8%), LSTM SR (16.1%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 2.13 uncertainty. Regime-adjusted expected return: +2.6% over 10 days (regime penalty: 80%, vol penalty: 100%). Signal half-life: 3.2 days, optimal holding: 5 days, persistence probability: 40%. Market regime: sideways (trend: 0.01, vol: 0.05) - favorable conditions for this signal type.","UDN   @ $18.08 sinal incerto: COMPRA (12.0%, precisa 43.0pts) e VENDA (31.0%, precisa 30.0pts) abaixo dos limiares. Convicção: 1.7/10 (Fraco) - Consenso modelos: 26%, incerteza: 2.13σ, ensemble moderado. Principais contribuintes: PPO (28.8%), LSTM SR (16.1%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 2.13. Retorno esperado ajustado: +2.6% em 10 dias (penalidade regime: 80%, vol: 100%). Meia-vida sinal: 3.2 dias, holding ótimo: 5 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.01, vol: 0.05) - condições favoráveis para este tipo de sinal."
UNH  ,"UNH   @ $377.56 shows an unclear signal with both BUY (45.0%, needs 15.0pts) and SELL (13.0%, needs 68.0pts) below thresholds. Conviction: 2.2/10 (Weak) - Model agreement: 56%, uncertainty: 1.68σ, moderate ensemble. Top contributors: PPO (33.5%), LSTM 10 (26.6%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.68 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 80%, vol penalty: 90%). Signal half-life: 2.5 days, optimal holding: 4 days, persistence probability: 40%. Market regime: sideways (trend: 0.04, vol: 0.20) - favorable conditions for this signal type.","UNH   @ $377.56 sinal incerto: COMPRA (45.0%, precisa 15.0pts) e VENDA (13.0%, precisa 68.0pts) abaixo dos limiares. Convicção: 2.2/10 (Fraco) - Consenso modelos: 56%, incerteza: 1.68σ, ensemble moderado. Principais contribuintes: PPO (33.5%), LSTM 10 (26.6%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.68. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 80%, vol: 90%). Meia-vida sinal: 2.5 dias, holding ótimo: 4 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.04, vol: 0.20) - condições favoráveis para este tipo de sinal."
UNIP3,"UNIP3 @ $55.51 shows an unclear signal with both BUY (6.0%, needs 15.0pts) and SELL (7.0%, needs 52.0pts) below thresholds. Conviction: 0.9/10 (Weak) - Model agreement: 0%, uncertainty: 0.82σ, very_unstable ensemble. Top contributors: LSTM 10 (59.3%), TD3 (23.9%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.82 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 80%, vol penalty: 88%). Signal half-life: 2.9 days, optimal holding: 4 days, persistence probability: 47%. Market regime: sideways (trend: 0.01, vol: 0.21) - favorable conditions for this signal type.","UNIP3 @ $55.51 sinal incerto: COMPRA (6.0%, precisa 15.0pts) e VENDA (7.0%, precisa 52.0pts) abaixo dos limiares. Convicção: 0.9/10 (Fraco) - Consenso modelos: 0%, incerteza: 0.82σ, ensemble muito instável. Principais contribuintes: LSTM 10 (59.3%), TD3 (23.9%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.82. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 80%, vol: 88%). Meia-vida sinal: 2.9 dias, holding ótimo: 4 dias, probabilidade persistência: 47%. Regime mercado: lateral (tendência: 0.01, vol: 0.21) - condições favoráveis para este tipo de sinal."
UNIP5,"UNIP5 @ $59.99 shows an unclear signal with both BUY (39.0%, needs 1.0pts) and SELL (0.0%, needs 44.0pts) below thresholds. Conviction: 2.9/10 (Weak) - Model agreement: 72%, uncertainty: 1.02σ, stable ensemble. Top contributors: LSTM SR (24.9%), PPO (15.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.02 uncertainty. Regime-adjusted expected return: +2.5% over 10 days (regime penalty: 80%, vol penalty: 96%). Signal half-life: 6.2 days, optimal holding: 9 days, persistence probability: 94%. Market regime: sideways (trend: 0.02, vol: 0.17) - favorable conditions for this signal type.","UNIP5 @ $59.99 sinal incerto: COMPRA (39.0%, precisa 1.0pts) e VENDA (0.0%, precisa 44.0pts) abaixo dos limiares. Convicção: 2.9/10 (Fraco) - Consenso modelos: 72%, incerteza: 1.02σ, ensemble estável. Principais contribuintes: LSTM SR (24.9%), PPO (15.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.02. Retorno esperado ajustado: +2.5% em 10 dias (penalidade regime: 80%, vol: 96%). Meia-vida sinal: 6.2 dias, holding ótimo: 9 dias, probabilidade persistência: 94%. Regime mercado: lateral (tendência: 0.02, vol: 0.17) - condições favoráveis para este tipo de sinal."
UNIP6,"UNIP6 @ $57.09 SELL signal: 73.0% vs 50.0% threshold (margin: +23.0pts). Conviction: 4.2/10 (Moderate) - Model agreement: 72%, uncertainty: 1.47σ, stable ensemble. Top contributors: LSTM Cla (50.3%), LSTM SR (27.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.47 uncertainty. Regime-adjusted expected return: +2.0% over 10 days (regime penalty: 70%, vol penalty: 90%). Signal half-life: 3.2 days, optimal holding: 5 days, persistence probability: 51%. Market regime: sideways (trend: 0.02, vol: 0.20) - challenging conditions for this signal type.","UNIP6 @ $57.09 sinal VENDA: 73.0% vs limiar 50.0% (margem: +23.0pts). Convicção: 4.2/10 (Moderado) - Consenso modelos: 72%, incerteza: 1.47σ, ensemble estável. Principais contribuintes: LSTM Cla (50.3%), LSTM SR (27.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.47. Retorno esperado ajustado: +2.0% em 10 dias (penalidade regime: 70%, vol: 90%). Meia-vida sinal: 3.2 dias, holding ótimo: 5 dias, probabilidade persistência: 51%. Regime mercado: lateral (tendência: 0.02, vol: 0.20) - condições desafiadoras para este tipo de sinal."
USIM3,"USIM3 @ $6.61 shows an unclear signal with both BUY (25.0%, needs 25.0pts) and SELL (43.0%, needs 7.0pts) below thresholds. Conviction: 1.9/10 (Weak) - Model agreement: 37%, uncertainty: 9.74σ, moderate ensemble. Top contributors: TD3 (50.3%), SAC (32.1%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 9.74 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 80%, vol penalty: 60%). Signal half-life: 1.5 days, optimal holding: 2 days, persistence probability: 40%. Market regime: sideways (trend: 0.03, vol: 0.48) - favorable conditions for this signal type.","USIM3 @ $6.61 sinal incerto: COMPRA (25.0%, precisa 25.0pts) e VENDA (43.0%, precisa 7.0pts) abaixo dos limiares. Convicção: 1.9/10 (Fraco) - Consenso modelos: 37%, incerteza: 9.74σ, ensemble moderado. Principais contribuintes: TD3 (50.3%), SAC (32.1%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 9.74. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 80%, vol: 60%). Meia-vida sinal: 1.5 dias, holding ótimo: 2 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.03, vol: 0.48) - condições favoráveis para este tipo de sinal."
USIM5,"USIM5 @ $6.91 shows an unclear signal with both BUY (66.0%, needs 5.0pts) and SELL (11.0%, needs 55.0pts) below thresholds. Conviction: 3.4/10 (Weak) - Model agreement: 100%, uncertainty: 1.17σ, stable ensemble. Top contributors: LSTM 10 (43.6%), LSTM (22.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.17 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 80%, vol penalty: 60%). Signal half-life: 3.2 days, optimal holding: 5 days, persistence probability: 80%. Market regime: sideways (trend: 0.02, vol: 0.38) - favorable conditions for this signal type.","USIM5 @ $6.91 sinal incerto: COMPRA (66.0%, precisa 5.0pts) e VENDA (11.0%, precisa 55.0pts) abaixo dos limiares. Convicção: 3.4/10 (Fraco) - Consenso modelos: 100%, incerteza: 1.17σ, ensemble estável. Principais contribuintes: LSTM 10 (43.6%), LSTM (22.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.17. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 80%, vol: 60%). Meia-vida sinal: 3.2 dias, holding ótimo: 5 dias, probabilidade persistência: 80%. Regime mercado: lateral (tendência: 0.02, vol: 0.38) - condições favoráveis para este tipo de sinal."
UUP  ,"UUP   @ $28.48 BUY signal: 100.0% vs 53.0% threshold (margin: +47.0pts). Conviction: 5.5/10 (Moderate) - Model agreement: 100%, uncertainty: 3.65σ, moderate ensemble. Top contributors: TD3 (52.7%), PPO (32.1%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.65 uncertainty. Regime-adjusted expected return: +2.2% over 10 days (regime penalty: 70%, vol penalty: 100%). Signal half-life: 3.2 days, optimal holding: 5 days, persistence probability: 40%. Market regime: sideways (trend: 0.02, vol: 0.05) - challenging conditions for this signal type.","UUP   @ $28.48 sinal COMPRA: 100.0% vs limiar 53.0% (margem: +47.0pts). Convicção: 5.5/10 (Moderado) - Consenso modelos: 100%, incerteza: 3.65σ, ensemble moderado. Principais contribuintes: TD3 (52.7%), PPO (32.1%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.65. Retorno esperado ajustado: +2.2% em 10 dias (penalidade regime: 70%, vol: 100%). Meia-vida sinal: 3.2 dias, holding ótimo: 5 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.02, vol: 0.05) - condições desafiadoras para este tipo de sinal."
V    ,"V     @ $369.95 shows an unclear signal with both BUY (32.0%, needs 36.0pts) and SELL (0.0%, needs 90.0pts) below thresholds. Conviction: 4.5/10 (Moderate) - Model agreement: 22%, uncertainty: 0.24σ, stable ensemble. Top contributors: PPO (68.2%), SAC (10.6%). Kelly-optimal position: 0.7% (vs 3% standard), risk-adjusted for 0.24 uncertainty. Regime-adjusted expected return: +2.6% over 10 days (regime penalty: 80%, vol penalty: 100%). Signal half-life: 11.6 days, optimal holding: 17 days, persistence probability: 95%. Market regime: sideways (trend: 0.03, vol: 0.15) - favorable conditions for this signal type.","V     @ $369.95 sinal incerto: COMPRA (32.0%, precisa 36.0pts) e VENDA (0.0%, precisa 90.0pts) abaixo dos limiares. Convicção: 4.5/10 (Moderado) - Consenso modelos: 22%, incerteza: 0.24σ, ensemble estável. Principais contribuintes: PPO (68.2%), SAC (10.6%). Posição Kelly-ótima: 0.7% (vs 3% padrão), ajustada para incerteza 0.24. Retorno esperado ajustado: +2.6% em 10 dias (penalidade regime: 80%, vol: 100%). Meia-vida sinal: 11.6 dias, holding ótimo: 17 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.03, vol: 0.15) - condições favoráveis para este tipo de sinal."
VALE ,"VALE  @ $14.15 shows an unclear signal with both BUY (57.0%, needs 10.0pts) and SELL (14.0%, needs 35.0pts) below thresholds. Conviction: 2.4/10 (Weak) - Model agreement: 71%, uncertainty: 1.34σ, moderate ensemble. Top contributors: SAC (22.5%), TD3 (18.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.34 uncertainty. Regime-adjusted expected return: +1.7% over 10 days (regime penalty: 80%, vol penalty: 68%). Signal half-life: 2.6 days, optimal holding: 4 days, persistence probability: 53%. Market regime: sideways (trend: 0.05, vol: 0.31) - favorable conditions for this signal type.","VALE  @ $14.15 sinal incerto: COMPRA (57.0%, precisa 10.0pts) e VENDA (14.0%, precisa 35.0pts) abaixo dos limiares. Convicção: 2.4/10 (Fraco) - Consenso modelos: 71%, incerteza: 1.34σ, ensemble moderado. Principais contribuintes: SAC (22.5%), TD3 (18.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.34. Retorno esperado ajustado: +1.7% em 10 dias (penalidade regime: 80%, vol: 68%). Meia-vida sinal: 2.6 dias, holding ótimo: 4 dias, probabilidade persistência: 53%. Regime mercado: lateral (tendência: 0.05, vol: 0.31) - condições favoráveis para este tipo de sinal."
VALE3,"VALE3 @ $72.55 SELL signal: 73.0% vs 40.0% threshold (margin: +33.0pts). Conviction: 6.5/10 (Moderate) - Model agreement: 73%, uncertainty: 0.26σ, moderate ensemble. Top contributors: LSTM SR (40.1%), LSTM Cla (33.4%). Kelly-optimal position: 0.6% (vs 3% standard), risk-adjusted for 0.26 uncertainty. Regime-adjusted expected return: +1.7% over 10 days (regime penalty: 70%, vol penalty: 76%). Signal half-life: 7.5 days, optimal holding: 11 days, persistence probability: 95%. Market regime: sideways (trend: 0.05, vol: 0.27) - challenging conditions for this signal type.","VALE3 @ $72.55 sinal VENDA: 73.0% vs limiar 40.0% (margem: +33.0pts). Convicção: 6.5/10 (Moderado) - Consenso modelos: 73%, incerteza: 0.26σ, ensemble moderado. Principais contribuintes: LSTM SR (40.1%), LSTM Cla (33.4%). Posição Kelly-ótima: 0.6% (vs 3% padrão), ajustada para incerteza 0.26. Retorno esperado ajustado: +1.7% em 10 dias (penalidade regime: 70%, vol: 76%). Meia-vida sinal: 7.5 dias, holding ótimo: 11 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.05, vol: 0.27) - condições desafiadoras para este tipo de sinal."
WEGE3,"WEGE3 @ $51.08 BUY signal: 80.0% vs 38.0% threshold (margin: +42.0pts). Conviction: 5.7/10 (Moderate) - Model agreement: 100%, uncertainty: 3.06σ, stable ensemble. Top contributors: LSTM 10 (30.1%), TD3 (22.3%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.06 uncertainty. Regime-adjusted expected return: +2.0% over 10 days (regime penalty: 70%, vol penalty: 88%). Signal half-life: 2.9 days, optimal holding: 4 days, persistence probability: 48%. Market regime: sideways (trend: 0.03, vol: 0.21) - challenging conditions for this signal type.","WEGE3 @ $51.08 sinal COMPRA: 80.0% vs limiar 38.0% (margem: +42.0pts). Convicção: 5.7/10 (Moderado) - Consenso modelos: 100%, incerteza: 3.06σ, ensemble estável. Principais contribuintes: LSTM 10 (30.1%), TD3 (22.3%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.06. Retorno esperado ajustado: +2.0% em 10 dias (penalidade regime: 70%, vol: 88%). Meia-vida sinal: 2.9 dias, holding ótimo: 4 dias, probabilidade persistência: 48%. Regime mercado: lateral (tendência: 0.03, vol: 0.21) - condições desafiadoras para este tipo de sinal."
